date,year,month,district_kr,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_period
2021-09-01,2021,9,고양시,1060,0.257,8157.6,Full Implementation
2021-09-01,2021,9,남양주시,720,0.293,6322.0,Full Implementation
2021-09-01,2021,9,화성시,890,0.288,7684.3,Full Implementation
2021-09-01,2021,9,평택시,520,0.27,4210.6,Full Implementation
2021-09-01,2021,9,의정부시,430,0.302,3894.2,Full Implementation
2021-09-01,2021,9,파주시,480,0.275,3958.5,Full Implementation
2021-09-01,2021,9,광명시,320,0.264,2538.9,Full Implementation
2021-09-01,2021,9,광주시,410,0.284,3495.1,Full Implementation
2021-09-01,2021,9,군포시,280,0.288,2419.0,Full Implementation
2021-10-01,2021,10,수원시,1190,0.272,9708.4,Full Implementation
2021-10-01,2021,10,용인시,1080,0.273,8849.0,Full Implementation
2021-10-01,2021,10,성남시,940,0.274,7732.4,Full Implementation
2021-10-01,2021,10,안산시,650,0.281,5481.9,Full Implementation
2021-10-01,2021,10,안양시,570,0.255,4363.4,Full Implementation
2021-10-01,2021,10,부천시,800,0.31,7428.2,Full Implementation
2021-10-01,2021,10,고양시,1060,0.266,8453.8,Full Implementation
2021-10-01,2021,10,남양주시,720,0.271,5864.1,Full Implementation
2021-10-01,2021,10,화성시,890,0.276,7376.6,Full Implementation
2021-10-01,2021,10,평택시,520,0.26,4049.0,Full Implementation
2021-10-01,2021,10,의정부시,430,0.257,3312.2,Full Implementation
2021-10-01,2021,10,파주시,480,0.268,3853.0,Full Implementation
2021-10-01,2021,10,광명시,320,0.297,2854.4,Full Implementation
2021-10-01,2021,10,광주시,410,0.27,3325.3,Full Implementation
2021-10-01,2021,10,군포시,280,0.285,2397.4,Full Implementation
2021-11-01,2021,11,수원시,1190,0.235,8379.8,Full Implementation
2021-11-01,2021,11,용인시,1080,0.23,7436.8,Full Implementation
2021-11-01,2021,11,성남시,940,0.243,6865.9,Full Implementation
2021-11-01,2021,11,안산시,650,0.223,4349.9,Full Implementation
2021-11-01,2021,11,안양시,570,0.236,4042.0,Full Implementation
2021-11-01,2021,11,부천시,800,0.253,6064.1,Full Implementation
2021-11-01,2021,11,고양시,1060,0.217,6885.4,Full Implementation
2021-11-01,2021,11,남양주시,720,0.237,5118.0,Full Implementation
2021-11-01,2021,11,화성시,890,0.235,6270.7,Full Implementation
2021-11-01,2021,11,평택시,520,0.22,3434.4,Full Implementation
2021-11-01,2021,11,의정부시,430,0.232,2995.3,Full Implementation
2021-11-01,2021,11,파주시,480,0.247,3551.3,Full Implementation
2021-11-01,2021,11,광명시,320,0.229,2197.5,Full Implementation
2021-11-01,2021,11,광주시,410,0.226,2785.4,Full Implementation
2021-11-01,2021,11,군포시,280,0.222,1864.2,Full Implementation
2021-12-01,2021,12,수원시,1190,0.25,8942.5,Full Implementation
2021-12-01,2021,12,용인시,1080,0.259,8407.7,Full Implementation
2021-12-01,2021,12,성남시,940,0.247,6952.5,Full Implementation
2021-12-01,2021,12,안산시,650,0.25,4881.7,Full Implementation
2021-12-01,2021,12,안양시,570,0.267,4559.2,Full Implementation
2021-12-01,2021,12,부천시,800,0.269,6444.9,Full Implementation
2021-12-01,2021,12,고양시,1060,0.248,7871.2,Full Implementation
2021-12-01,2021,12,남양주시,720,0.238,5137.1,Full Implementation
2021-12-01,2021,12,화성시,890,0.298,7956.7,Full Implementation
2021-12-01,2021,12,평택시,520,0.232,3614.8,Full Implementation
2021-12-01,2021,12,의정부시,430,0.265,3413.1,Full Implementation
2021-12-01,2021,12,파주시,480,0.26,3740.0,Full Implementation
2021-12-01,2021,12,광명시,320,0.256,2459.4,Full Implementation
2021-12-01,2021,12,광주시,410,0.241,2965.3,Full Implementation
2021-12-01,2021,12,군포시,280,0.247,2075.0,Full Implementation
2022-01-01,2022,1,수원시,1190,0.295,10540.4,Full Implementation
2022-01-01,2022,1,용인시,1080,0.268,8667.4,Full Implementation
2022-01-01,2022,1,성남시,940,0.281,7937.1,Full Implementation
2022-01-01,2022,1,안산시,650,0.277,5393.4,Full Implementation
2022-01-01,2022,1,안양시,570,0.279,4774.1,Full Implementation
2022-01-01,2022,1,부천시,800,0.263,6314.6,Full Implementation
2022-01-01,2022,1,고양시,1060,0.264,8398.9,Full Implementation
2022-01-01,2022,1,남양주시,720,0.259,5583.9,Full Implementation
2022-01-01,2022,1,화성시,890,0.286,7641.7,Full Implementation
2022-01-01,2022,1,평택시,520,0.252,3928.4,Full Implementation
2022-01-01,2022,1,의정부시,430,0.247,3182.2,Full Implementation
2022-01-01,2022,1,파주시,480,0.261,3754.6,Full Implementation
2022-01-01,2022,1,광명시,320,0.299,2870.5,Full Implementation
2022-01-01,2022,1,광주시,410,0.245,3013.7,Full Implementation
2022-01-01,2022,1,군포시,280,0.298,2501.4,Full Implementation
2022-02-01,2022,2,수원시,1190,0.199,7114.6,Full Implementation
2022-02-01,2022,2,용인시,1080,0.244,7890.2,Full Implementation
2022-02-01,2022,2,성남시,940,0.217,6106.5,Full Implementation
2022-02-01,2022,2,안산시,650,0.197,3833.5,Full Implementation
2022-02-01,2022,2,안양시,570,0.23,3939.7,Full Implementation
2022-02-01,2022,2,부천시,800,0.213,5115.8,Full Implementation
2022-02-01,2022,2,고양시,1060,0.215,6829.7,Full Implementation
2022-02-01,2022,2,남양주시,720,0.212,4584.2,Full Implementation
2022-02-01,2022,2,화성시,890,0.216,5760.5,Full Implementation
2022-02-01,2022,2,평택시,520,0.23,3594.7,Full Implementation
2022-02-01,2022,2,의정부시,430,0.217,2797.3,Full Implementation
2022-02-01,2022,2,파주시,480,0.22,3163.9,Full Implementation
2022-02-01,2022,2,광명시,320,0.244,2338.6,Full Implementation
2022-02-01,2022,2,광주시,410,0.242,2980.4,Full Implementation
2022-02-01,2022,2,군포시,280,0.234,1962.9,Full Implementation
2022-03-01,2022,3,수원시,1190,0.226,8063.4,Full Implementation
2022-03-01,2022,3,용인시,1080,0.225,7298.1,Full Implementation
2022-03-01,2022,3,성남시,940,0.228,6442.8,Full Implementation
2022-03-01,2022,3,안산시,650,0.206,4024.1,Full Implementation
2022-03-01,2022,3,안양시,570,0.212,3627.4,Full Implementation
2022-03-01,2022,3,부천시,800,0.231,5535.5,Full Implementation
2022-03-01,2022,3,고양시,1060,0.22,7003.2,Full Implementation
2022-03-01,2022,3,남양주시,720,0.219,4721.7,Full Implementation
2022-03-01,2022,3,화성시,890,0.215,5746.9,Full Implementation
2022-03-01,2022,3,평택시,520,0.23,3589.8,Full Implementation
2022-03-01,2022,3,의정부시,430,0.204,2633.3,Full Implementation
2022-03-01,2022,3,파주시,480,0.209,3008.9,Full Implementation
2022-03-01,2022,3,광명시,320,0.213,2048.3,Full Implementation
2022-03-01,2022,3,광주시,410,0.205,2520.2,Full Implementation
2022-03-01,2022,3,군포시,280,0.235,1975.8,Full Implementation
2022-04-01,2022,4,수원시,1190,0.219,7828.2,Full Implementation
2022-04-01,2022,4,용인시,1080,0.216,6992.7,Full Implementation
2022-04-01,2022,4,성남시,940,0.227,6397.1,Full Implementation
2022-04-01,2022,4,안산시,650,0.211,4112.0,Full Implementation
2022-04-01,2022,4,안양시,570,0.229,3914.5,Full Implementation
2022-04-01,2022,4,부천시,800,0.228,5483.1,Full Implementation
2022-04-01,2022,4,고양시,1060,0.225,7151.0,Full Implementation
2022-04-01,2022,4,남양주시,720,0.218,4711.9,Full Implementation
2022-04-01,2022,4,화성시,890,0.235,6278.2,Full Implementation
2022-04-01,2022,4,평택시,520,0.211,3297.7,Full Implementation
2022-04-01,2022,4,의정부시,430,0.223,2875.1,Full Implementation
2022-04-01,2022,4,파주시,480,0.221,3185.4,Full Implementation
2022-04-01,2022,4,광명시,320,0.24,2303.0,Full Implementation
2022-04-01,2022,4,광주시,410,0.224,2754.1,Full Implementation
2022-04-01,2022,4,군포시,280,0.209,1757.2,Full Implementation
2022-05-01,2022,5,수원시,1190,0.232,8297.0,Full Implementation
2022-05-01,2022,5,용인시,1080,0.204,6614.8,Full Implementation
2022-05-01,2022,5,성남시,940,0.201,5674.6,Full Implementation
2022-05-01,2022,5,안산시,650,0.206,4010.7,Full Implementation
2022-05-01,2022,5,안양시,570,0.219,3751.4,Full Implementation
2022-05-01,2022,5,부천시,800,0.213,5100.6,Full Implementation
2022-05-01,2022,5,고양시,1060,0.225,7154.5,Full Implementation
2022-05-01,2022,5,남양주시,720,0.212,4586.2,Full Implementation
2022-05-01,2022,5,화성시,890,0.208,5555.0,Full Implementation
2022-05-01,2022,5,평택시,520,0.219,3423.5,Full Implementation
2022-05-01,2022,5,의정부시,430,0.2,2579.1,Full Implementation
2022-05-01,2022,5,파주시,480,0.217,3126.4,Full Implementation
2022-05-01,2022,5,광명시,320,0.214,2053.9,Full Implementation
2022-05-01,2022,5,광주시,410,0.218,2685.1,Full Implementation
2022-05-01,2022,5,군포시,280,0.224,1878.4,Full Implementation
2022-06-01,2022,6,수원시,1190,0.208,7433.7,Full Implementation
2022-06-01,2022,6,용인시,1080,0.213,6903.9,Full Implementation
2022-06-01,2022,6,성남시,940,0.195,5492.2,Full Implementation
2022-06-01,2022,6,안산시,650,0.21,4085.8,Full Implementation
2022-06-01,2022,6,안양시,570,0.213,3635.9,Full Implementation
2022-06-01,2022,6,부천시,800,0.218,5238.4,Full Implementation
2022-06-01,2022,6,고양시,1060,0.213,6759.8,Full Implementation
2022-06-01,2022,6,남양주시,720,0.218,4698.4,Full Implementation
2022-06-01,2022,6,화성시,890,0.211,5628.7,Full Implementation
2022-06-01,2022,6,평택시,520,0.223,3479.8,Full Implementation
2022-06-01,2022,6,의정부시,430,0.202,2601.2,Full Implementation
2022-06-01,2022,6,파주시,480,0.212,3050.4,Full Implementation
2022-06-01,2022,6,광명시,320,0.222,2134.3,Full Implementation
2022-06-01,2022,6,광주시,410,0.218,2678.3,Full Implementation
2022-06-01,2022,6,군포시,280,0.225,1888.7,Full Implementation
2022-07-01,2022,7,수원시,1190,0.238,8506.4,Full Implementation
2022-07-01,2022,7,용인시,1080,0.256,8291.0,Full Implementation
2022-07-01,2022,7,성남시,940,0.236,6667.9,Full Implementation
2022-07-01,2022,7,안산시,650,0.229,4461.7,Full Implementation
2022-07-01,2022,7,안양시,570,0.233,3984.1,Full Implementation
2022-07-01,2022,7,부천시,800,0.228,5460.9,Full Implementation
2022-07-01,2022,7,고양시,1060,0.223,7105.7,Full Implementation
2022-07-01,2022,7,남양주시,720,0.218,4699.7,Full Implementation
2022-07-01,2022,7,화성시,890,0.24,6397.2,Full Implementation
2022-07-01,2022,7,평택시,520,0.221,3454.6,Full Implementation
2022-07-01,2022,7,의정부시,430,0.245,3156.7,Full Implementation
2022-07-01,2022,7,파주시,480,0.225,3233.2,Full Implementation
2022-07-01,2022,7,광명시,320,0.248,2383.8,Full Implementation
2022-07-01,2022,7,광주시,410,0.247,3036.6,Full Implementation
2022-07-01,2022,7,군포시,280,0.216,1815.4,Full Implementation
2022-08-01,2022,8,수원시,1190,0.249,8881.0,Full Implementation
2022-08-01,2022,8,용인시,1080,0.225,7283.5,Full Implementation
2022-08-01,2022,8,성남시,940,0.242,6829.7,Full Implementation
2022-08-01,2022,8,안산시,650,0.223,4345.2,Full Implementation
2022-08-01,2022,8,안양시,570,0.247,4221.3,Full Implementation
2022-08-01,2022,8,부천시,800,0.232,5562.7,Full Implementation
2022-08-01,2022,8,고양시,1060,0.228,7260.2,Full Implementation
2022-08-01,2022,8,남양주시,720,0.195,4220.8,Full Implementation
2022-08-01,2022,8,화성시,890,0.22,5866.0,Full Implementation
2022-08-01,2022,8,평택시,520,0.227,3544.7,Full Implementation
2022-08-01,2022,8,의정부시,430,0.254,3275.9,Full Implementation
2022-08-01,2022,8,파주시,480,0.218,3145.0,Full Implementation
2022-08-01,2022,8,광명시,320,0.221,2119.2,Full Implementation
2022-08-01,2022,8,광주시,410,0.222,2726.8,Full Implementation
2022-08-01,2022,8,군포시,280,0.216,1812.8,Full Implementation
2022-09-01,2022,9,수원시,1190,0.243,8666.5,Full Implementation
2022-09-01,2022,9,용인시,1080,0.247,8012.2,Full Implementation
2022-09-01,2022,9,성남시,940,0.252,7104.7,Full Implementation
2022-09-01,2022,9,안산시,650,0.245,4786.6,Full Implementation
2022-09-01,2022,9,안양시,570,0.234,4009.4,Full Implementation
2022-09-01,2022,9,부천시,800,0.234,5607.4,Full Implementation
2022-09-01,2022,9,고양시,1060,0.227,7232.9,Full Implementation
2022-09-01,2022,9,남양주시,720,0.234,5055.7,Full Implementation
2022-09-01,2022,9,화성시,890,0.237,6332.1,Full Implementation
2022-09-01,2022,9,평택시,520,0.245,3827.2,Full Implementation
2022-09-01,2022,9,의정부시,430,0.247,3184.9,Full Implementation
2022-09-01,2022,9,파주시,480,0.22,3166.4,Full Implementation
2022-09-01,2022,9,광명시,320,0.234,2242.2,Full Implementation
2022-09-01,2022,9,광주시,410,0.223,2740.6,Full Implementation
2022-09-01,2022,9,군포시,280,0.238,2001.0,Full Implementation
2022-10-01,2022,10,수원시,1190,0.242,8622.1,Full Implementation
2022-10-01,2022,10,용인시,1080,0.227,7352.0,Full Implementation
2022-10-01,2022,10,성남시,940,0.232,6539.8,Full Implementation
2022-10-01,2022,10,안산시,650,0.231,4504.9,Full Implementation
2022-10-01,2022,10,안양시,570,0.237,4057.8,Full Implementation
2022-10-01,2022,10,부천시,800,0.263,6320.3,Full Implementation
2022-10-01,2022,10,고양시,1060,0.235,7472.8,Full Implementation
2022-10-01,2022,10,남양주시,720,0.224,4831.7,Full Implementation
2022-10-01,2022,10,화성시,890,0.231,6180.2,Full Implementation
2022-10-01,2022,10,평택시,520,0.245,3826.6,Full Implementation
2022-10-01,2022,10,의정부시,430,0.233,3001.1,Full Implementation
2022-10-01,2022,10,파주시,480,0.257,3698.5,Full Implementation
2022-10-01,2022,10,광명시,320,0.268,2572.5,Full Implementation
2022-10-01,2022,10,광주시,410,0.248,3049.1,Full Implementation
2022-10-01,2022,10,군포시,280,0.228,1914.0,Full Implementation
2022-11-01,2022,11,수원시,1190,0.201,7164.3,Full Implementation
2022-11-01,2022,11,용인시,1080,0.194,6286.7,Full Implementation
2022-11-01,2022,11,성남시,940,0.206,5820.8,Full Implementation
2022-11-01,2022,11,안산시,650,0.212,4140.6,Full Implementation
2022-11-01,2022,11,안양시,570,0.208,3558.7,Full Implementation
2022-11-01,2022,11,부천시,800,0.18,4313.0,Full Implementation
2022-11-01,2022,11,고양시,1060,0.215,6823.6,Full Implementation
2022-11-01,2022,11,남양주시,720,0.197,4244.7,Full Implementation
2022-11-01,2022,11,화성시,890,0.226,6042.3,Full Implementation
2022-11-01,2022,11,평택시,520,0.222,3457.2,Full Implementation
2022-11-01,2022,11,의정부시,430,0.197,2540.4,Full Implementation
2022-11-01,2022,11,파주시,480,0.21,3022.3,Full Implementation
2022-11-01,2022,11,광명시,320,0.198,1899.5,Full Implementation
2022-11-01,2022,11,광주시,410,0.191,2349.2,Full Implementation
2022-11-01,2022,11,군포시,280,0.192,1612.5,Full Implementation
2022-12-01,2022,12,수원시,1190,0.22,7853.1,Full Implementation
2022-12-01,2022,12,용인시,1080,0.21,6809.6,Full Implementation
2022-12-01,2022,12,성남시,940,0.232,6534.6,Full Implementation
2022-12-01,2022,12,안산시,650,0.212,4133.1,Full Implementation
2022-12-01,2022,12,안양시,570,0.236,4031.2,Full Implementation
2022-12-01,2022,12,부천시,800,0.218,5235.7,Full Implementation
2022-12-01,2022,12,고양시,1060,0.213,6766.4,Full Implementation
2022-12-01,2022,12,남양주시,720,0.224,4839.0,Full Implementation
2022-12-01,2022,12,화성시,890,0.207,5523.9,Full Implementation
2022-12-01,2022,12,평택시,520,0.235,3662.6,Full Implementation
2022-12-01,2022,12,의정부시,430,0.217,2796.8,Full Implementation
2022-12-01,2022,12,파주시,480,0.198,2857.6,Full Implementation
2022-12-01,2022,12,광명시,320,0.216,2069.6,Full Implementation
2022-12-01,2022,12,광주시,410,0.207,2546.7,Full Implementation
2022-12-01,2022,12,군포시,280,0.223,1877.0,Full Implementation
2023-01-01,2023,1,수원시,1190,0.197,7037.6,Full Implementation
2023-01-01,2023,1,용인시,1080,0.226,7337.9,Full Implementation
2023-01-01,2023,1,성남시,940,0.209,5888.2,Full Implementation
2023-01-01,2023,1,안산시,650,0.235,4572.9,Full Implementation
2023-01-01,2023,1,안양시,570,0.229,3908.5,Full Implementation
2023-01-01,2023,1,부천시,800,0.215,5162.4,Full Implementation
2023-01-01,2023,1,고양시,1060,0.241,7663.5,Full Implementation
2023-01-01,2023,1,남양주시,720,0.268,5780.4,Full Implementation
2023-01-01,2023,1,화성시,890,0.225,6002.6,Full Implementation
2023-01-01,2023,1,평택시,520,0.229,3572.3,Full Implementation
2023-01-01,2023,1,의정부시,430,0.226,2919.8,Full Implementation
2023-01-01,2023,1,파주시,480,0.226,3253.7,Full Implementation
2023-01-01,2023,1,광명시,320,0.218,2090.9,Full Implementation
2023-01-01,2023,1,광주시,410,0.217,2664.6,Full Implementation
2023-01-01,2023,1,군포시,280,0.234,1969.4,Full Implementation
2023-02-01,2023,2,수원시,1190,0.189,6730.2,Full Implementation
2023-02-01,2023,2,용인시,1080,0.188,6092.2,Full Implementation
2023-02-01,2023,2,성남시,940,0.207,5830.6,Full Implementation
2023-02-01,2023,2,안산시,650,0.193,3769.9,Full Implementation
2023-02-01,2023,2,안양시,570,0.199,3394.9,Full Implementation
2023-02-01,2023,2,부천시,800,0.188,4514.6,Full Implementation
2023-02-01,2023,2,고양시,1060,0.19,6052.9,Full Implementation
2023-02-01,2023,2,남양주시,720,0.194,4199.6,Full Implementation
2023-02-01,2023,2,화성시,890,0.192,5131.5,Full Implementation
2023-02-01,2023,2,평택시,520,0.212,3313.8,Full Implementation
2023-02-01,2023,2,의정부시,430,0.199,2572.2,Full Implementation
2023-02-01,2023,2,파주시,480,0.187,2695.0,Full Implementation
2023-02-01,2023,2,광명시,320,0.207,1989.3,Full Implementation
2023-02-01,2023,2,광주시,410,0.186,2283.3,Full Implementation
2023-02-01,2023,2,군포시,280,0.179,1500.1,Full Implementation
2023-03-01,2023,3,수원시,1190,0.198,7072.2,Full Implementation
2023-03-01,2023,3,용인시,1080,0.196,6339.3,Full Implementation
2023-03-01,2023,3,성남시,940,0.189,5324.3,Full Implementation
2023-03-01,2023,3,안산시,650,0.179,3499.0,Full Implementation
2023-03-01,2023,3,안양시,570,0.182,3112.1,Full Implementation
2023-03-01,2023,3,부천시,800,0.205,4924.8,Full Implementation
2023-03-01,2023,3,고양시,1060,0.201,6378.7,Full Implementation
2023-03-01,2023,3,남양주시,720,0.187,4035.3,Full Implementation
2023-03-01,2023,3,화성시,890,0.198,5296.7,Full Implementation
2023-03-01,2023,3,평택시,520,0.197,3071.7,Full Implementation
2023-03-01,2023,3,의정부시,430,0.18,2316.1,Full Implementation
2023-03-01,2023,3,파주시,480,0.181,2603.6,Full Implementation
2023-03-01,2023,3,광명시,320,0.201,1931.4,Full Implementation
2023-03-01,2023,3,광주시,410,0.191,2353.2,Full Implementation
2023-03-01,2023,3,군포시,280,0.181,1520.2,Full Implementation
2023-04-01,2023,4,수원시,1190,0.18,6417.2,Full Implementation
2023-04-01,2023,4,용인시,1080,0.187,6063.8,Full Implementation
2023-04-01,2023,4,성남시,940,0.197,5555.3,Full Implementation
2023-04-01,2023,4,안산시,650,0.197,3836.0,Full Implementation
2023-04-01,2023,4,안양시,570,0.194,3311.8,Full Implementation
2023-04-01,2023,4,부천시,800,0.195,4678.7,Full Implementation
2023-04-01,2023,4,고양시,1060,0.196,6230.1,Full Implementation
2023-04-01,2023,4,남양주시,720,0.177,3813.3,Full Implementation
2023-04-01,2023,4,화성시,890,0.187,4981.9,Full Implementation
2023-04-01,2023,4,평택시,520,0.189,2943.4,Full Implementation
2023-04-01,2023,4,의정부시,430,0.205,2645.4,Full Implementation
2023-04-01,2023,4,파주시,480,0.187,2698.4,Full Implementation
2023-04-01,2023,4,광명시,320,0.18,1730.7,Full Implementation
2023-04-01,2023,4,광주시,410,0.185,2279.5,Full Implementation
2023-04-01,2023,4,군포시,280,0.19,1597.8,Full Implementation
2023-05-01,2023,5,수원시,1190,0.177,6315.4,Full Implementation
2023-05-01,2023,5,용인시,1080,0.188,6079.0,Full Implementation
2023-05-01,2023,5,성남시,940,0.185,5228.6,Full Implementation
2023-05-01,2023,5,안산시,650,0.184,3586.4,Full Implementation
2023-05-01,2023,5,안양시,570,0.194,3316.0,Full Implementation
2023-05-01,2023,5,부천시,800,0.189,4533.0,Full Implementation
2023-05-01,2023,5,고양시,1060,0.175,5564.1,Full Implementation
2023-05-01,2023,5,남양주시,720,0.184,3968.7,Full Implementation
2023-05-01,2023,5,화성시,890,0.17,4533.8,Full Implementation
2023-05-01,2023,5,평택시,520,0.182,2845.6,Full Implementation
2023-05-01,2023,5,의정부시,430,0.195,2516.9,Full Implementation
2023-05-01,2023,5,파주시,480,0.185,2663.9,Full Implementation
2023-05-01,2023,5,광명시,320,0.179,1714.6,Full Implementation
2023-05-01,2023,5,광주시,410,0.189,2318.7,Full Implementation
2023-05-01,2023,5,군포시,280,0.18,1513.0,Full Implementation
2023-06-01,2023,6,수원시,1190,0.178,6341.4,Full Implementation
2023-06-01,2023,6,용인시,1080,0.183,5937.7,Full Implementation
2023-06-01,2023,6,성남시,940,0.185,5206.4,Full Implementation
2023-06-01,2023,6,안산시,650,0.181,3522.0,Full Implementation
2023-06-01,2023,6,안양시,570,0.179,3065.3,Full Implementation
2023-06-01,2023,6,부천시,800,0.189,4538.3,Full Implementation
2023-06-01,2023,6,고양시,1060,0.181,5749.7,Full Implementation
2023-06-01,2023,6,남양주시,720,0.182,3926.3,Full Implementation
2023-06-01,2023,6,화성시,890,0.193,5144.7,Full Implementation
2023-06-01,2023,6,평택시,520,0.191,2981.5,Full Implementation
2023-06-01,2023,6,의정부시,430,0.177,2289.1,Full Implementation
2023-06-01,2023,6,파주시,480,0.177,2551.4,Full Implementation
2023-06-01,2023,6,광명시,320,0.196,1884.7,Full Implementation
2023-06-01,2023,6,광주시,410,0.181,2223.1,Full Implementation
2023-06-01,2023,6,군포시,280,0.179,1500.0,Full Implementation
2023-07-01,2023,7,수원시,1190,0.196,6992.1,Full Implementation
2023-07-01,2023,7,용인시,1080,0.192,6205.9,Full Implementation
2023-07-01,2023,7,성남시,940,0.196,5531.1,Full Implementation
2023-07-01,2023,7,안산시,650,0.213,4159.7,Full Implementation
2023-07-01,2023,7,안양시,570,0.2,3428.1,Full Implementation
2023-07-01,2023,7,부천시,800,0.204,4886.2,Full Implementation
2023-07-01,2023,7,고양시,1060,0.205,6530.0,Full Implementation
2023-07-01,2023,7,남양주시,720,0.204,4411.1,Full Implementation
2023-07-01,2023,7,화성시,890,0.206,5493.3,Full Implementation
2023-07-01,2023,7,평택시,520,0.195,3048.6,Full Implementation
2023-07-01,2023,7,의정부시,430,0.208,2683.6,Full Implementation
2023-07-01,2023,7,파주시,480,0.188,2712.5,Full Implementation
2023-07-01,2023,7,광명시,320,0.196,1882.3,Full Implementation
2023-07-01,2023,7,광주시,410,0.201,2472.1,Full Implementation
2023-07-01,2023,7,군포시,280,0.195,1639.5,Full Implementation
2023-08-01,2023,8,수원시,1190,0.199,7086.5,Full Implementation
2023-08-01,2023,8,용인시,1080,0.197,6372.0,Full Implementation
2023-08-01,2023,8,성남시,940,0.201,5676.9,Full Implementation
2023-08-01,2023,8,안산시,650,0.206,4018.1,Full Implementation
2023-08-01,2023,8,안양시,570,0.198,3377.8,Full Implementation
2023-08-01,2023,8,부천시,800,0.199,4776.5,Full Implementation
2023-08-01,2023,8,고양시,1060,0.216,6854.8,Full Implementation
2023-08-01,2023,8,남양주시,720,0.196,4241.2,Full Implementation
2023-08-01,2023,8,화성시,890,0.197,5273.0,Full Implementation
2023-08-01,2023,8,평택시,520,0.186,2904.5,Full Implementation
2023-08-01,2023,8,의정부시,430,0.193,2488.0,Full Implementation
2023-08-01,2023,8,파주시,480,0.188,2705.3,Full Implementation
2023-08-01,2023,8,광명시,320,0.197,1892.0,Full Implementation
2023-08-01,2023,8,광주시,410,0.19,2340.9,Full Implementation
2023-08-01,2023,8,군포시,280,0.212,1782.3,Full Implementation
2023-09-01,2023,9,수원시,1190,0.208,7425.3,Full Implementation
2023-09-01,2023,9,용인시,1080,0.21,6798.2,Full Implementation
2023-09-01,2023,9,성남시,940,0.218,6139.9,Full Implementation
2023-09-01,2023,9,안산시,650,0.222,4326.9,Full Implementation
2023-09-01,2023,9,안양시,570,0.209,3581.4,Full Implementation
2023-09-01,2023,9,부천시,800,0.212,5091.1,Full Implementation
2023-09-01,2023,9,고양시,1060,0.223,7096.6,Full Implementation
2023-09-01,2023,9,남양주시,720,0.216,4656.7,Full Implementation
2023-09-01,2023,9,화성시,890,0.21,5606.0,Full Implementation
2023-09-01,2023,9,평택시,520,0.21,3283.4,Full Implementation
2023-09-01,2023,9,의정부시,430,0.201,2588.5,Full Implementation
2023-09-01,2023,9,파주시,480,0.208,2996.1,Full Implementation
2023-09-01,2023,9,광명시,320,0.216,2071.5,Full Implementation
2023-09-01,2023,9,광주시,410,0.207,2549.4,Full Implementation
2023-09-01,2023,9,군포시,280,0.206,1729.9,Full Implementation
2023-10-01,2023,10,수원시,1190,0.211,7516.3,Full Implementation
2023-10-01,2023,10,용인시,1080,0.21,6794.3,Full Implementation
2023-10-01,2023,10,성남시,940,0.201,5658.5,Full Implementation
2023-10-01,2023,10,안산시,650,0.213,4157.2,Full Implementation
2023-10-01,2023,10,안양시,570,0.221,3783.8,Full Implementation
2023-10-01,2023,10,부천시,800,0.216,5176.4,Full Implementation
2023-10-01,2023,10,고양시,1060,0.207,6595.3,Full Implementation
2023-10-01,2023,10,남양주시,720,0.2,4315.4,Full Implementation
2023-10-01,2023,10,화성시,890,0.214,5701.5,Full Implementation
2023-10-01,2023,10,평택시,520,0.209,3266.7,Full Implementation
2023-10-01,2023,10,의정부시,430,0.217,2796.5,Full Implementation
2023-10-01,2023,10,파주시,480,0.218,3139.0,Full Implementation
2023-10-01,2023,10,광명시,320,0.207,1987.0,Full Implementation
2023-10-01,2023,10,광주시,410,0.209,2568.1,Full Implementation
2023-10-01,2023,10,군포시,280,0.219,1835.7,Full Implementation
2023-11-01,2023,11,수원시,1190,0.182,6493.1,Full Implementation
2023-11-01,2023,11,용인시,1080,0.179,5793.4,Full Implementation
2023-11-01,2023,11,성남시,940,0.185,5211.1,Full Implementation
2023-11-01,2023,11,안산시,650,0.183,3572.7,Full Implementation
2023-11-01,2023,11,안양시,570,0.187,3190.6,Full Implementation
2023-11-01,2023,11,부천시,800,0.183,4381.5,Full Implementation
2023-11-01,2023,11,고양시,1060,0.19,6047.4,Full Implementation
2023-11-01,2023,11,남양주시,720,0.173,3741.8,Full Implementation
2023-11-01,2023,11,화성시,890,0.173,4625.0,Full Implementation
2023-11-01,2023,11,평택시,520,0.182,2832.6,Full Implementation
2023-11-01,2023,11,의정부시,430,0.182,2341.8,Full Implementation
2023-11-01,2023,11,파주시,480,0.185,2658.3,Full Implementation
2023-11-01,2023,11,광명시,320,0.178,1704.6,Full Implementation
2023-11-01,2023,11,광주시,410,0.183,2250.8,Full Implementation
2023-11-01,2023,11,군포시,280,0.182,1525.6,Full Implementation
2023-12-01,2023,12,수원시,1190,0.195,6970.0,Full Implementation
2023-12-01,2023,12,용인시,1080,0.214,6944.6,Full Implementation
2023-12-01,2023,12,성남시,940,0.211,5956.5,Full Implementation
2023-12-01,2023,12,안산시,650,0.199,3876.0,Full Implementation
2023-12-01,2023,12,안양시,570,0.205,3514.0,Full Implementation
2023-12-01,2023,12,부천시,800,0.206,4936.6,Full Implementation
2023-12-01,2023,12,고양시,1060,0.206,6563.1,Full Implementation
