date,year,month,district,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_phase
2021-03-01,2021,3,서초구,450,0.246,3314.3,AI Weight Validation
2021-03-01,2021,3,송파구,670,0.253,5083.5,AI Weight Validation
2021-03-01,2021,3,강동구,450,0.217,2934.3,AI Weight Validation
2021-03-01,2021,3,마포구,380,0.224,2558.5,AI Weight Validation
2021-03-01,2021,3,영등포구,400,0.223,2681.7,AI Weight Validation
2021-03-01,2021,3,양천구,470,0.224,3157.4,AI Weight Validation
2021-03-01,2021,3,노원구,540,0.212,3435.3,AI Weight Validation
2021-03-01,2021,3,은평구,490,0.205,3013.7,AI Weight Validation
2021-03-01,2021,3,성북구,460,0.223,3077.7,AI Weight Validation
2021-03-01,2021,3,관악구,520,0.211,3298.5,AI Weight Validation
2021-03-01,2021,3,동작구,410,0.213,2621.3,AI Weight Validation
2021-03-01,2021,3,종로구,160,0.194,931.2,AI Weight Validation
2021-03-01,2021,3,중구,140,0.188,791.5,AI Weight Validation
2021-03-01,2021,3,용산구,240,0.197,1419.6,AI Weight Validation
2021-04-01,2021,4,강남구,550,0.254,4188.5,AI Weight Validation
2021-04-01,2021,4,서초구,450,0.246,3325.6,AI Weight Validation
2021-04-01,2021,4,송파구,670,0.248,4988.7,AI Weight Validation
2021-04-01,2021,4,강동구,450,0.218,2945.0,AI Weight Validation
2021-04-01,2021,4,마포구,380,0.221,2518.0,AI Weight Validation
2021-04-01,2021,4,영등포구,400,0.222,2661.3,AI Weight Validation
2021-04-01,2021,4,양천구,470,0.215,3035.6,AI Weight Validation
2021-04-01,2021,4,노원구,540,0.214,3466.6,AI Weight Validation
2021-04-01,2021,4,은평구,490,0.21,3091.9,AI Weight Validation
2021-04-01,2021,4,성북구,460,0.22,3031.0,AI Weight Validation
2021-04-01,2021,4,관악구,520,0.207,3228.6,AI Weight Validation
2021-04-01,2021,4,동작구,410,0.22,2707.8,AI Weight Validation
2021-04-01,2021,4,종로구,160,0.189,909.1,AI Weight Validation
2021-04-01,2021,4,중구,140,0.189,794.4,AI Weight Validation
2021-04-01,2021,4,용산구,240,0.195,1406.8,AI Weight Validation
2021-05-01,2021,5,강남구,550,0.243,4010.5,AI Weight Validation
2021-05-01,2021,5,서초구,450,0.242,3261.1,AI Weight Validation
2021-05-01,2021,5,송파구,670,0.249,4998.4,AI Weight Validation
2021-05-01,2021,5,강동구,450,0.219,2955.1,AI Weight Validation
2021-05-01,2021,5,마포구,380,0.226,2579.3,AI Weight Validation
2021-05-01,2021,5,영등포구,400,0.224,2691.7,AI Weight Validation
2021-05-01,2021,5,양천구,470,0.216,3051.9,AI Weight Validation
2021-05-01,2021,5,노원구,540,0.211,3421.2,AI Weight Validation
2021-05-01,2021,5,은평구,490,0.215,3158.4,AI Weight Validation
2021-05-01,2021,5,성북구,460,0.213,2944.7,AI Weight Validation
2021-05-01,2021,5,관악구,520,0.205,3195.3,AI Weight Validation
2021-05-01,2021,5,동작구,410,0.221,2719.5,AI Weight Validation
2021-05-01,2021,5,종로구,160,0.206,987.1,AI Weight Validation
2021-05-01,2021,5,중구,140,0.193,810.1,AI Weight Validation
2021-05-01,2021,5,용산구,240,0.197,1418.7,AI Weight Validation
2021-06-01,2021,6,강남구,550,0.255,4211.6,AI Weight Validation
2021-06-01,2021,6,서초구,450,0.249,3359.5,AI Weight Validation
2021-06-01,2021,6,송파구,670,0.248,4994.4,AI Weight Validation
2021-06-01,2021,6,강동구,450,0.217,2933.3,AI Weight Validation
2021-06-01,2021,6,마포구,380,0.215,2452.8,AI Weight Validation
2021-06-01,2021,6,영등포구,400,0.223,2681.1,AI Weight Validation
2021-06-01,2021,6,양천구,470,0.227,3205.9,AI Weight Validation
2021-06-01,2021,6,노원구,540,0.212,3431.1,AI Weight Validation
2021-06-01,2021,6,은평구,490,0.207,3048.5,AI Weight Validation
2021-06-01,2021,6,성북구,460,0.224,3087.6,AI Weight Validation
2021-06-01,2021,6,관악구,520,0.209,3255.7,AI Weight Validation
2021-06-01,2021,6,동작구,410,0.218,2686.7,AI Weight Validation
2021-06-01,2021,6,종로구,160,0.196,940.0,AI Weight Validation
2021-06-01,2021,6,중구,140,0.194,813.9,AI Weight Validation
2021-06-01,2021,6,용산구,240,0.191,1375.5,AI Weight Validation
2021-07-01,2021,7,강남구,550,0.274,4523.5,AI Weight Validation
2021-07-01,2021,7,서초구,450,0.267,3606.5,AI Weight Validation
2021-07-01,2021,7,송파구,670,0.279,5610.9,AI Weight Validation
2021-07-01,2021,7,강동구,450,0.236,3190.1,AI Weight Validation
2021-07-01,2021,7,마포구,380,0.239,2729.3,AI Weight Validation
2021-07-01,2021,7,영등포구,400,0.246,2952.9,AI Weight Validation
2021-07-01,2021,7,양천구,470,0.233,3285.1,AI Weight Validation
2021-07-01,2021,7,노원구,540,0.232,3750.9,AI Weight Validation
2021-07-01,2021,7,은평구,490,0.231,3392.7,AI Weight Validation
2021-07-01,2021,7,성북구,460,0.245,3376.8,AI Weight Validation
2021-07-01,2021,7,관악구,520,0.221,3454.1,AI Weight Validation
2021-07-01,2021,7,동작구,410,0.249,3066.9,AI Weight Validation
2021-07-01,2021,7,종로구,160,0.222,1065.0,AI Weight Validation
2021-07-01,2021,7,중구,140,0.203,852.8,AI Weight Validation
2021-07-01,2021,7,용산구,240,0.22,1585.0,AI Weight Validation
2021-08-01,2021,8,강남구,550,0.267,4405.3,AI Weight Validation
2021-08-01,2021,8,서초구,450,0.275,3709.1,AI Weight Validation
2021-08-01,2021,8,송파구,670,0.282,5663.1,AI Weight Validation
2021-08-01,2021,8,강동구,450,0.233,3148.8,AI Weight Validation
2021-08-01,2021,8,마포구,380,0.244,2778.4,AI Weight Validation
2021-08-01,2021,8,영등포구,400,0.236,2828.2,AI Weight Validation
2021-08-01,2021,8,양천구,470,0.242,3407.7,AI Weight Validation
2021-08-01,2021,8,노원구,540,0.225,3647.3,AI Weight Validation
2021-08-01,2021,8,은평구,490,0.224,3294.3,AI Weight Validation
2021-08-01,2021,8,성북구,460,0.249,3433.9,AI Weight Validation
2021-08-01,2021,8,관악구,520,0.224,3495.5,AI Weight Validation
2021-08-01,2021,8,동작구,410,0.238,2923.8,AI Weight Validation
2021-08-01,2021,8,종로구,160,0.205,981.8,AI Weight Validation
2021-08-01,2021,8,중구,140,0.207,869.9,AI Weight Validation
2021-08-01,2021,8,용산구,240,0.213,1536.2,AI Weight Validation
2021-09-01,2021,9,강남구,550,0.323,5328.4,AI Weight Validation
2021-09-01,2021,9,서초구,450,0.316,4270.1,AI Weight Validation
2021-09-01,2021,9,송파구,670,0.34,6836.8,AI Weight Validation
2021-09-01,2021,9,강동구,450,0.297,4008.9,AI Weight Validation
2021-09-01,2021,9,마포구,380,0.271,3087.6,AI Weight Validation
2021-09-01,2021,9,영등포구,400,0.306,3675.6,AI Weight Validation
2021-09-01,2021,9,양천구,470,0.274,3861.8,AI Weight Validation
2021-09-01,2021,9,노원구,540,0.275,4456.7,AI Weight Validation
2021-09-01,2021,9,은평구,490,0.276,4056.8,AI Weight Validation
2021-09-01,2021,9,성북구,460,0.268,3705.2,AI Weight Validation
2021-09-01,2021,9,관악구,520,0.286,4467.3,AI Weight Validation
2021-09-01,2021,9,동작구,410,0.285,3510.7,AI Weight Validation
2021-09-01,2021,9,종로구,160,0.258,1236.7,AI Weight Validation
2021-09-01,2021,9,중구,140,0.251,1054.0,AI Weight Validation
2021-09-01,2021,9,용산구,240,0.248,1784.2,AI Weight Validation
2021-10-01,2021,10,강남구,550,0.305,5036.5,AI Weight Validation
2021-10-01,2021,10,서초구,450,0.318,4289.5,AI Weight Validation
2021-10-01,2021,10,송파구,670,0.315,6328.6,AI Weight Validation
2021-10-01,2021,10,강동구,450,0.297,4008.2,AI Weight Validation
2021-10-01,2021,10,마포구,380,0.265,3018.6,AI Weight Validation
2021-10-01,2021,10,영등포구,400,0.304,3650.8,AI Weight Validation
2021-10-01,2021,10,양천구,470,0.295,4161.0,AI Weight Validation
2021-10-01,2021,10,노원구,540,0.275,4455.1,AI Weight Validation
2021-10-01,2021,10,은평구,490,0.269,3950.8,AI Weight Validation
2021-10-01,2021,10,성북구,460,0.277,3821.0,AI Weight Validation
2021-10-01,2021,10,관악구,520,0.261,4075.8,AI Weight Validation
2021-10-01,2021,10,동작구,410,0.277,3401.6,AI Weight Validation
2021-10-01,2021,10,종로구,160,0.269,1291.0,AI Weight Validation
2021-10-01,2021,10,중구,140,0.254,1068.7,AI Weight Validation
2021-10-01,2021,10,용산구,240,0.257,1851.6,AI Weight Validation
2021-11-01,2021,11,강남구,550,0.25,4126.0,AI Weight Validation
2021-11-01,2021,11,서초구,450,0.24,3244.1,AI Weight Validation
2021-11-01,2021,11,송파구,670,0.251,5040.5,AI Weight Validation
2021-11-01,2021,11,강동구,450,0.22,2972.3,AI Weight Validation
2021-11-01,2021,11,마포구,380,0.219,2497.5,AI Weight Validation
2021-11-01,2021,11,영등포구,400,0.23,2764.8,AI Weight Validation
2021-11-01,2021,11,양천구,470,0.214,3016.3,AI Weight Validation
2021-11-01,2021,11,노원구,540,0.212,3434.7,AI Weight Validation
2021-11-01,2021,11,은평구,490,0.215,3161.6,AI Weight Validation
2021-11-01,2021,11,성북구,460,0.223,3078.1,AI Weight Validation
2021-11-01,2021,11,관악구,520,0.216,3372.5,AI Weight Validation
2021-11-01,2021,11,동작구,410,0.217,2664.5,AI Weight Validation
2021-11-01,2021,11,종로구,160,0.197,945.3,AI Weight Validation
2021-11-01,2021,11,중구,140,0.193,812.4,AI Weight Validation
2021-11-01,2021,11,용산구,240,0.186,1340.4,AI Weight Validation
2021-12-01,2021,12,강남구,550,0.289,4766.6,AI Weight Validation
2021-12-01,2021,12,서초구,450,0.31,4183.8,AI Weight Validation
2021-12-01,2021,12,송파구,670,0.304,6104.3,AI Weight Validation
2021-12-01,2021,12,강동구,450,0.262,3530.8,AI Weight Validation
2021-12-01,2021,12,마포구,380,0.267,3043.7,AI Weight Validation
2021-12-01,2021,12,영등포구,400,0.273,3270.2,AI Weight Validation
2021-12-01,2021,12,양천구,470,0.259,3646.4,AI Weight Validation
2021-12-01,2021,12,노원구,540,0.244,3951.2,AI Weight Validation
2021-12-01,2021,12,은평구,490,0.261,3839.7,AI Weight Validation
2021-12-01,2021,12,성북구,460,0.252,3482.6,AI Weight Validation
2021-12-01,2021,12,관악구,520,0.255,3983.9,AI Weight Validation
2021-12-01,2021,12,동작구,410,0.262,3219.6,AI Weight Validation
2021-12-01,2021,12,종로구,160,0.235,1127.3,AI Weight Validation
2021-12-01,2021,12,중구,140,0.215,903.6,AI Weight Validation
2021-12-01,2021,12,용산구,240,0.226,1625.2,AI Weight Validation
2022-01-01,2022,1,강남구,550,0.345,5688.8,AI Weight Validation
2022-01-01,2022,1,서초구,450,0.304,4105.9,AI Weight Validation
2022-01-01,2022,1,송파구,670,0.314,6310.3,AI Weight Validation
2022-01-01,2022,1,강동구,450,0.282,3802.6,AI Weight Validation
2022-01-01,2022,1,마포구,380,0.263,2993.2,AI Weight Validation
2022-01-01,2022,1,영등포구,400,0.265,3177.7,AI Weight Validation
2022-01-01,2022,1,양천구,470,0.265,3735.0,AI Weight Validation
2022-01-01,2022,1,노원구,540,0.258,4182.3,AI Weight Validation
2022-01-01,2022,1,은평구,490,0.271,3981.5,AI Weight Validation
2022-01-01,2022,1,성북구,460,0.276,3803.3,AI Weight Validation
2022-01-01,2022,1,관악구,520,0.248,3870.3,AI Weight Validation
2022-01-01,2022,1,동작구,410,0.272,3340.8,AI Weight Validation
2022-01-01,2022,1,종로구,160,0.246,1181.7,AI Weight Validation
2022-01-01,2022,1,중구,140,0.237,993.4,AI Weight Validation
2022-01-01,2022,1,용산구,240,0.262,1888.0,AI Weight Validation
2022-02-01,2022,2,강남구,550,0.285,4699.8,AI Weight Validation
2022-02-01,2022,2,서초구,450,0.313,4222.8,AI Weight Validation
2022-02-01,2022,2,송파구,670,0.315,6323.2,AI Weight Validation
2022-02-01,2022,2,강동구,450,0.275,3713.0,AI Weight Validation
2022-02-01,2022,2,마포구,380,0.285,3250.9,AI Weight Validation
2022-02-01,2022,2,영등포구,400,0.276,3311.3,AI Weight Validation
2022-02-01,2022,2,양천구,470,0.278,3917.1,AI Weight Validation
2022-02-01,2022,2,노원구,540,0.257,4163.2,AI Weight Validation
2022-02-01,2022,2,은평구,490,0.268,3940.4,AI Weight Validation
2022-02-01,2022,2,성북구,460,0.272,3759.4,AI Weight Validation
2022-02-01,2022,2,관악구,520,0.246,3839.4,AI Weight Validation
2022-02-01,2022,2,동작구,410,0.274,3375.7,AI Weight Validation
2022-02-01,2022,2,종로구,160,0.231,1109.9,AI Weight Validation
2022-02-01,2022,2,중구,140,0.252,1056.9,AI Weight Validation
2022-02-01,2022,2,용산구,240,0.259,1865.0,AI Weight Validation
2022-03-01,2022,3,강남구,550,0.248,4097.2,AI Weight Validation
2022-03-01,2022,3,서초구,450,0.252,3407.8,AI Weight Validation
2022-03-01,2022,3,송파구,670,0.243,4890.7,AI Weight Validation
2022-03-01,2022,3,강동구,450,0.219,2957.9,AI Weight Validation
2022-03-01,2022,3,마포구,380,0.22,2504.8,AI Weight Validation
2022-03-01,2022,3,영등포구,400,0.218,2615.9,AI Weight Validation
2022-03-01,2022,3,양천구,470,0.22,3105.6,AI Weight Validation
2022-03-01,2022,3,노원구,540,0.2,3233.6,AI Weight Validation
2022-03-01,2022,3,은평구,490,0.21,3085.3,AI Weight Validation
2022-03-01,2022,3,성북구,460,0.218,3006.1,AI Weight Validation
2022-03-01,2022,3,관악구,520,0.212,3300.8,AI Weight Validation
2022-03-01,2022,3,동작구,410,0.215,2641.6,AI Weight Validation
2022-03-01,2022,3,종로구,160,0.193,925.9,AI Weight Validation
2022-03-01,2022,3,중구,140,0.185,777.3,AI Weight Validation
2022-03-01,2022,3,용산구,240,0.199,1429.5,AI Weight Validation
2022-04-01,2022,4,강남구,550,0.241,3973.1,AI Weight Validation
2022-04-01,2022,4,서초구,450,0.246,3326.0,AI Weight Validation
2022-04-01,2022,4,송파구,670,0.25,5018.8,AI Weight Validation
2022-04-01,2022,4,강동구,450,0.22,2974.9,AI Weight Validation
2022-04-01,2022,4,마포구,380,0.226,2581.0,AI Weight Validation
2022-04-01,2022,4,영등포구,400,0.223,2681.7,AI Weight Validation
2022-04-01,2022,4,양천구,470,0.226,3189.5,AI Weight Validation
2022-04-01,2022,4,노원구,540,0.205,3327.5,AI Weight Validation
2022-04-01,2022,4,은평구,490,0.212,3115.2,AI Weight Validation
2022-04-01,2022,4,성북구,460,0.218,3006.9,AI Weight Validation
2022-04-01,2022,4,관악구,520,0.211,3290.6,AI Weight Validation
2022-04-01,2022,4,동작구,410,0.221,2722.8,AI Weight Validation
2022-04-01,2022,4,종로구,160,0.198,949.2,AI Weight Validation
2022-04-01,2022,4,중구,140,0.197,828.4,AI Weight Validation
2022-04-01,2022,4,용산구,240,0.195,1405.0,AI Weight Validation
2022-05-01,2022,5,강남구,550,0.245,4047.9,AI Weight Validation
2022-05-01,2022,5,서초구,450,0.243,3283.0,AI Weight Validation
2022-05-01,2022,5,송파구,670,0.243,4874.9,AI Weight Validation
2022-05-01,2022,5,강동구,450,0.214,2886.5,AI Weight Validation
2022-05-01,2022,5,마포구,380,0.224,2553.3,AI Weight Validation
2022-05-01,2022,5,영등포구,400,0.227,2720.2,AI Weight Validation
2022-05-01,2022,5,양천구,470,0.225,3165.9,AI Weight Validation
2022-05-01,2022,5,노원구,540,0.213,3443.7,AI Weight Validation
2022-05-01,2022,5,은평구,490,0.213,3127.0,AI Weight Validation
2022-05-01,2022,5,성북구,460,0.222,3069.6,AI Weight Validation
2022-05-01,2022,5,관악구,520,0.205,3202.0,AI Weight Validation
2022-05-01,2022,5,동작구,410,0.216,2654.7,AI Weight Validation
2022-05-01,2022,5,종로구,160,0.188,903.9,AI Weight Validation
2022-05-01,2022,5,중구,140,0.189,793.1,AI Weight Validation
2022-05-01,2022,5,용산구,240,0.196,1411.4,AI Weight Validation
2022-06-01,2022,6,강남구,550,0.249,4112.9,AI Weight Validation
2022-06-01,2022,6,서초구,450,0.244,3290.6,AI Weight Validation
2022-06-01,2022,6,송파구,670,0.237,4758.2,AI Weight Validation
2022-06-01,2022,6,강동구,450,0.213,2877.1,AI Weight Validation
2022-06-01,2022,6,마포구,380,0.219,2494.8,AI Weight Validation
2022-06-01,2022,6,영등포구,400,0.219,2624.1,AI Weight Validation
2022-06-01,2022,6,양천구,470,0.223,3147.4,AI Weight Validation
2022-06-01,2022,6,노원구,540,0.21,3407.2,AI Weight Validation
2022-06-01,2022,6,은평구,490,0.203,2977.9,AI Weight Validation
2022-06-01,2022,6,성북구,460,0.223,3073.2,AI Weight Validation
2022-06-01,2022,6,관악구,520,0.208,3244.5,AI Weight Validation
2022-06-01,2022,6,동작구,410,0.219,2698.7,AI Weight Validation
2022-06-01,2022,6,종로구,160,0.199,955.9,AI Weight Validation
2022-06-01,2022,6,중구,140,0.189,791.8,AI Weight Validation
2022-06-01,2022,6,용산구,240,0.199,1431.0,AI Weight Validation
2022-07-01,2022,7,강남구,550,0.279,4605.2,AI Weight Validation
2022-07-01,2022,7,서초구,450,0.279,3761.2,AI Weight Validation
2022-07-01,2022,7,송파구,670,0.279,5603.2,AI Weight Validation
2022-07-01,2022,7,강동구,450,0.242,3269.1,AI Weight Validation
2022-07-01,2022,7,마포구,380,0.252,2876.4,AI Weight Validation
2022-07-01,2022,7,영등포구,400,0.252,3025.4,AI Weight Validation
2022-07-01,2022,7,양천구,470,0.233,3282.0,AI Weight Validation
2022-07-01,2022,7,노원구,540,0.217,3511.1,AI Weight Validation
2022-07-01,2022,7,은평구,490,0.235,3461.1,AI Weight Validation
2022-07-01,2022,7,성북구,460,0.243,3350.9,AI Weight Validation
2022-07-01,2022,7,관악구,520,0.227,3537.0,AI Weight Validation
2022-07-01,2022,7,동작구,410,0.252,3096.9,AI Weight Validation
2022-07-01,2022,7,종로구,160,0.213,1022.3,AI Weight Validation
2022-07-01,2022,7,중구,140,0.221,927.2,AI Weight Validation
2022-07-01,2022,7,용산구,240,0.21,1513.0,AI Weight Validation
2022-08-01,2022,8,강남구,550,0.283,4677.7,AI Weight Validation
2022-08-01,2022,8,서초구,450,0.265,3571.2,AI Weight Validation
2022-08-01,2022,8,송파구,670,0.267,5369.0,AI Weight Validation
2022-08-01,2022,8,강동구,450,0.244,3297.5,AI Weight Validation
2022-08-01,2022,8,마포구,380,0.248,2823.1,AI Weight Validation
2022-08-01,2022,8,영등포구,400,0.245,2940.7,AI Weight Validation
2022-08-01,2022,8,양천구,470,0.246,3464.1,AI Weight Validation
2022-08-01,2022,8,노원구,540,0.228,3694.3,AI Weight Validation
2022-08-01,2022,8,은평구,490,0.223,3273.4,AI Weight Validation
2022-08-01,2022,8,성북구,460,0.241,3321.0,AI Weight Validation
2022-08-01,2022,8,관악구,520,0.24,3740.3,AI Weight Validation
2022-08-01,2022,8,동작구,410,0.241,2964.4,AI Weight Validation
2022-08-01,2022,8,종로구,160,0.21,1009.6,AI Weight Validation
2022-08-01,2022,8,중구,140,0.209,875.9,AI Weight Validation
2022-08-01,2022,8,용산구,240,0.217,1559.4,AI Weight Validation
2022-09-01,2022,9,강남구,550,0.308,5089.1,AI Weight Validation
2022-09-01,2022,9,서초구,450,0.311,4198.3,AI Weight Validation
2022-09-01,2022,9,송파구,670,0.332,6682.2,AI Weight Validation
2022-09-01,2022,9,강동구,450,0.292,3942.0,AI Weight Validation
2022-09-01,2022,9,마포구,380,0.283,3230.8,AI Weight Validation
2022-09-01,2022,9,영등포구,400,0.276,3313.7,AI Weight Validation
2022-09-01,2022,9,양천구,470,0.266,3744.4,AI Weight Validation
2022-09-01,2022,9,노원구,540,0.268,4343.7,AI Weight Validation
2022-09-01,2022,9,은평구,490,0.269,3949.5,AI Weight Validation
2022-09-01,2022,9,성북구,460,0.292,4034.1,AI Weight Validation
2022-09-01,2022,9,관악구,520,0.264,4111.4,AI Weight Validation
2022-09-01,2022,9,동작구,410,0.272,3348.6,AI Weight Validation
2022-09-01,2022,9,종로구,160,0.248,1188.4,AI Weight Validation
2022-09-01,2022,9,중구,140,0.237,993.8,AI Weight Validation
2022-09-01,2022,9,용산구,240,0.254,1827.3,AI Weight Validation
2022-10-01,2022,10,강남구,550,0.312,5149.3,AI Weight Validation
2022-10-01,2022,10,서초구,450,0.307,4139.4,AI Weight Validation
2022-10-01,2022,10,송파구,670,0.308,6186.3,AI Weight Validation
2022-10-01,2022,10,강동구,450,0.262,3542.8,AI Weight Validation
2022-10-01,2022,10,마포구,380,0.29,3305.7,AI Weight Validation
2022-10-01,2022,10,영등포구,400,0.322,3858.6,AI Weight Validation
2022-10-01,2022,10,양천구,470,0.273,3845.7,AI Weight Validation
2022-10-01,2022,10,노원구,540,0.249,4040.7,AI Weight Validation
2022-10-01,2022,10,은평구,490,0.261,3840.4,AI Weight Validation
2022-10-01,2022,10,성북구,460,0.279,3846.7,AI Weight Validation
2022-10-01,2022,10,관악구,520,0.264,4114.2,AI Weight Validation
2022-10-01,2022,10,동작구,410,0.282,3465.6,AI Weight Validation
2022-10-01,2022,10,종로구,160,0.261,1253.5,AI Weight Validation
2022-10-01,2022,10,중구,140,0.256,1075.0,AI Weight Validation
2022-10-01,2022,10,용산구,240,0.229,1650.9,AI Weight Validation
2022-11-01,2022,11,강남구,550,0.251,4134.3,AI Weight Validation
2022-11-01,2022,11,서초구,450,0.239,3232.9,AI Weight Validation
2022-11-01,2022,11,송파구,670,0.255,5121.4,AI Weight Validation
2022-11-01,2022,11,강동구,450,0.22,2966.3,AI Weight Validation
2022-11-01,2022,11,마포구,380,0.218,2489.6,AI Weight Validation
2022-11-01,2022,11,영등포구,400,0.216,2591.2,AI Weight Validation
2022-11-01,2022,11,양천구,470,0.219,3085.0,AI Weight Validation
2022-11-01,2022,11,노원구,540,0.208,3365.5,AI Weight Validation
2022-11-01,2022,11,은평구,490,0.216,3172.2,AI Weight Validation
2022-11-01,2022,11,성북구,460,0.219,3026.3,AI Weight Validation
2022-11-01,2022,11,관악구,520,0.203,3161.5,AI Weight Validation
2022-11-01,2022,11,동작구,410,0.215,2642.8,AI Weight Validation
2022-11-01,2022,11,종로구,160,0.189,908.9,AI Weight Validation
2022-11-01,2022,11,중구,140,0.19,799.5,AI Weight Validation
2022-11-01,2022,11,용산구,240,0.192,1378.9,AI Weight Validation
2022-12-01,2022,12,강남구,550,0.304,5014.2,AI Weight Validation
2022-12-01,2022,12,서초구,450,0.298,4021.0,AI Weight Validation
2022-12-01,2022,12,송파구,670,0.291,5841.5,AI Weight Validation
2022-12-01,2022,12,강동구,450,0.262,3536.6,AI Weight Validation
2022-12-01,2022,12,마포구,380,0.266,3029.1,AI Weight Validation
2022-12-01,2022,12,영등포구,400,0.268,3219.1,AI Weight Validation
2022-12-01,2022,12,양천구,470,0.27,3806.9,AI Weight Validation
2022-12-01,2022,12,노원구,540,0.248,4021.3,AI Weight Validation
2022-12-01,2022,12,은평구,490,0.243,3577.8,AI Weight Validation
2022-12-01,2022,12,성북구,460,0.275,3792.4,AI Weight Validation
2022-12-01,2022,12,관악구,520,0.255,3972.3,AI Weight Validation
2022-12-01,2022,12,동작구,410,0.259,3183.9,AI Weight Validation
2022-12-01,2022,12,종로구,160,0.225,1081.3,AI Weight Validation
2022-12-01,2022,12,중구,140,0.227,954.0,AI Weight Validation
2022-12-01,2022,12,용산구,240,0.231,1662.3,AI Weight Validation
2023-01-01,2023,1,강남구,550,0.231,3805.3,Zero Waste Initiative
2023-01-01,2023,1,서초구,450,0.257,3464.3,Zero Waste Initiative
2023-01-01,2023,1,송파구,670,0.247,4964.0,Zero Waste Initiative
2023-01-01,2023,1,강동구,450,0.237,3206.2,Zero Waste Initiative
2023-01-01,2023,1,마포구,380,0.228,2604.3,Zero Waste Initiative
2023-01-01,2023,1,영등포구,400,0.206,2469.9,Zero Waste Initiative
2023-01-01,2023,1,양천구,470,0.227,3199.8,Zero Waste Initiative
2023-01-01,2023,1,노원구,540,0.247,4006.6,Zero Waste Initiative
2023-01-01,2023,1,은평구,490,0.228,3358.9,Zero Waste Initiative
2023-01-01,2023,1,성북구,460,0.228,3140.7,Zero Waste Initiative
2023-01-01,2023,1,관악구,520,0.21,3277.9,Zero Waste Initiative
2023-01-01,2023,1,동작구,410,0.228,2804.0,Zero Waste Initiative
2023-01-01,2023,1,종로구,160,0.204,978.9,Zero Waste Initiative
2023-01-01,2023,1,중구,140,0.189,794.0,Zero Waste Initiative
2023-01-01,2023,1,용산구,240,0.208,1497.3,Zero Waste Initiative
2023-02-01,2023,2,강남구,550,0.256,4217.6,Zero Waste Initiative
2023-02-01,2023,2,서초구,450,0.26,3505.1,Zero Waste Initiative
2023-02-01,2023,2,송파구,670,0.271,5439.7,Zero Waste Initiative
2023-02-01,2023,2,강동구,450,0.231,3118.7,Zero Waste Initiative
2023-02-01,2023,2,마포구,380,0.237,2698.0,Zero Waste Initiative
2023-02-01,2023,2,영등포구,400,0.232,2780.5,Zero Waste Initiative
2023-02-01,2023,2,양천구,470,0.224,3164.4,Zero Waste Initiative
2023-02-01,2023,2,노원구,540,0.216,3497.7,Zero Waste Initiative
2023-02-01,2023,2,은평구,490,0.216,3169.1,Zero Waste Initiative
2023-02-01,2023,2,성북구,460,0.234,3227.4,Zero Waste Initiative
2023-02-01,2023,2,관악구,520,0.21,3273.7,Zero Waste Initiative
2023-02-01,2023,2,동작구,410,0.234,2873.3,Zero Waste Initiative
2023-02-01,2023,2,종로구,160,0.21,1006.4,Zero Waste Initiative
2023-02-01,2023,2,중구,140,0.196,824.0,Zero Waste Initiative
2023-02-01,2023,2,용산구,240,0.195,1403.2,Zero Waste Initiative
2023-03-01,2023,3,강남구,550,0.2,3295.4,Zero Waste Initiative
2023-03-01,2023,3,서초구,450,0.201,2711.2,Zero Waste Initiative
2023-03-01,2023,3,송파구,670,0.197,3959.1,Zero Waste Initiative
2023-03-01,2023,3,강동구,450,0.169,2284.6,Zero Waste Initiative
2023-03-01,2023,3,마포구,380,0.174,1985.1,Zero Waste Initiative
2023-03-01,2023,3,영등포구,400,0.183,2193.6,Zero Waste Initiative
2023-03-01,2023,3,양천구,470,0.185,2615.2,Zero Waste Initiative
2023-03-01,2023,3,노원구,540,0.177,2867.0,Zero Waste Initiative
2023-03-01,2023,3,은평구,490,0.17,2501.8,Zero Waste Initiative
2023-03-01,2023,3,성북구,460,0.176,2429.0,Zero Waste Initiative
2023-03-01,2023,3,관악구,520,0.169,2635.1,Zero Waste Initiative
2023-03-01,2023,3,동작구,410,0.176,2167.2,Zero Waste Initiative
2023-03-01,2023,3,종로구,160,0.158,756.4,Zero Waste Initiative
2023-03-01,2023,3,중구,140,0.157,657.7,Zero Waste Initiative
2023-03-01,2023,3,용산구,240,0.159,1146.6,Zero Waste Initiative
2023-04-01,2023,4,강남구,550,0.201,3321.8,Zero Waste Initiative
2023-04-01,2023,4,서초구,450,0.21,2829.8,Zero Waste Initiative
2023-04-01,2023,4,송파구,670,0.202,4060.7,Zero Waste Initiative
2023-04-01,2023,4,강동구,450,0.177,2388.9,Zero Waste Initiative
2023-04-01,2023,4,마포구,380,0.181,2060.2,Zero Waste Initiative
2023-04-01,2023,4,영등포구,400,0.185,2215.0,Zero Waste Initiative
2023-04-01,2023,4,양천구,470,0.181,2552.7,Zero Waste Initiative
2023-04-01,2023,4,노원구,540,0.168,2717.0,Zero Waste Initiative
2023-04-01,2023,4,은평구,490,0.171,2518.4,Zero Waste Initiative
2023-04-01,2023,4,성북구,460,0.189,2603.8,Zero Waste Initiative
2023-04-01,2023,4,관악구,520,0.173,2699.7,Zero Waste Initiative
